Country,year,Adult_Literacy_Rate,Youth_Literacy_Rate_Male,Youth_Literacy_Rate_Female,Literacy_Gender_Gap,Education_Index,Youth_Literacy_Avg,Literacy_Growth_Rate
Maldives,2016,98.0,98.0,99.0,-1.0,98.33333333333333,98.5,-1.0101010101010055
Maldives,2017,94.50551,97.31116,99.67299,-2.3618299999999977,97.16321999999998,98.492075,-3.565806122448978
Maldives,2019,98.21186,98.62147,98.86908,-0.24760999999999456,98.56747,98.74527499999999,3.921834822117787
Mali,1976,9.0,27.0,13.0,14.0,16.333333333333332,20.0,0.0
Mali,1998,19.0,32.0,17.0,15.0,22.666666666666668,24.5,111.11111111111111
Mali,2003,24.0,89.5865878021978,84.05225209790208,5.534335704295714,65.87961330003328,86.81941995004993,26.315789473684205
Mali,2006,26.0,47.0,31.0,16.0,34.666666666666664,39.0,8.333333333333325
Mali,2010,31.0,56.0,34.0,22.0,40.333333333333336,45.0,19.23076923076923
Mali,2011,31.0,56.0,30.0,26.0,39.0,43.0,0.0
Mali,2015,33.0,61.0,39.0,22.0,44.333333333333336,50.0,6.451612903225801
Mali,2018,35.0,58.0,43.0,15.0,45.333333333333336,50.5,6.060606060606055
Mali,2020,35.0,44.16,60.92,-16.760000000000005,46.69333333333333,52.54,0.0
Malta,1985,87.0,97.0,99.0,-2.0,94.33333333333333,98.0,0.0
Malta,1995,88.0,94.0,98.0,-4.0,93.33333333333333,96.0,1.1494252873563315
Malta,2005,92.0,97.0,99.0,-2.0,96.0,98.0,4.545454545454541
Malta,2011,93.0,98.0,99.0,-1.0,96.66666666666667,98.5,1.0869565217391353
Marshall Islands,2011,98.0,98.0,99.0,-1.0,98.33333333333333,98.5,0.0
Martinique,1982,93.0,99.0,99.0,0.0,97.0,99.0,0.0
Mauritania,2000,51.0,68.0,55.0,13.0,58.0,61.5,0.0
Mauritania,2007,54.666666666666664,94.4,47.94,46.46000000000001,65.66888888888889,71.17,7.189542483660127
Mauritania,2011,58.333333333333336,94.4,57.65,36.75000000000001,70.12777777777778,76.025,6.707317073170738
Mauritania,2013,62.0,74.0,68.0,6.0,68.0,71.0,6.285714285714272
Mauritania,2015,65.11202,86.73236,75.69968,11.03268,75.84802,81.21602,5.019387096774186
Mauritania,2020,59.52966,75.25897,66.98027,8.2787,67.25630000000001,71.11962,-8.573470766227187
Mauritius,1990,80.0,91.0,92.0,-1.0,87.66666666666667,91.5,0.0
Mauritius,2000,84.0,94.0,95.0,-1.0,91.0,94.5,5.000000000000004
Mauritius,2011,89.0,98.0,99.0,-1.0,95.33333333333333,98.5,5.952380952380953
Mauritius,2012,92.0,89.5865878021978,84.05225209790208,5.534335704295714,88.54627996669997,86.81941995004993,3.370786516853941
Mauritius,2013,91.0,89.5865878021978,84.05225209790208,5.534335704295714,88.21294663336664,86.81941995004993,-1.0869565217391353
Mauritius,2014,92.0,89.5865878021978,84.05225209790208,5.534335704295714,88.54627996669997,86.81941995004993,1.098901098901095
Mauritius,2015,93.0,89.5865878021978,84.05225209790208,5.534335704295714,88.87961330003331,86.81941995004993,1.0869565217391353
Mauritius,2016,93.0,89.5865878021978,84.05225209790208,5.534335704295714,88.87961330003331,86.81941995004993,0.0
Mexico,1980,83.0,93.0,91.0,2.0,89.0,92.0,0.0
Mexico,1990,88.0,96.0,95.0,1.0,93.0,95.5,6.024096385542177
Mexico,2000,91.0,97.2,97.4,-0.20000000000000284,95.2,97.30000000000001,3.409090909090917
Mexico,2002,90.0,97.8,97.2,0.5999999999999943,95.0,97.5,-1.098901098901095
Mexico,2004,91.0,97.1,97.5,-0.4000000000000057,95.2,97.3,1.1111111111111072
Mexico,2005,92.0,98.0,98.0,0.0,96.0,98.0,1.098901098901095
Mexico,2006,92.0,98.1,97.7,0.3999999999999915,95.93333333333334,97.9,0.0
Mexico,2007,93.0,98.0,98.0,0.0,96.33333333333333,98.0,1.0869565217391353
Mexico,2008,93.0,98.2,98.3,-0.09999999999999432,96.5,98.25,0.0
Mexico,2009,93.0,99.0,98.0,1.0,96.66666666666667,98.5,0.0
Mexico,2010,93.0,98.2,98.6,-0.3999999999999915,96.59999999999998,98.4,0.0
Mexico,2011,94.0,98.0,99.0,-1.0,97.0,98.5,1.0752688172043001
Mexico,2012,94.0,98.6,98.9,-0.30000000000001137,97.16666666666667,98.75,0.0
Mexico,2013,94.0,99.0,99.0,0.0,97.33333333333333,99.0,0.0
Mexico,2014,95.0,98.4,98.9,-0.5,97.43333333333334,98.65,1.0638297872340496
Mexico,2015,94.0,99.0,99.0,0.0,97.33333333333333,99.0,-1.0526315789473717
Mexico,2016,95.0,98.5,98.7,-0.20000000000000284,97.39999999999999,98.6,1.0638297872340496
Mexico,2017,95.0,99.0,99.0,0.0,97.66666666666667,99.0,0.0
Mexico,2018,95.0,98.4,98.8,-0.3999999999999915,97.39999999999999,98.6,0.0
Mexico,2020,95.0,98.8,99.1,-0.29999999999999716,97.63333333333333,98.94999999999999,0.0
Mexico,2022,95.0,98.7,99.2,-0.5,97.63333333333333,98.95,0.0
Middle East And North Africa (Wb),1973,77.66798988494247,71.80761,45.19602,26.61159,64.89053996164749,58.50181499999999,0.0
Middle East And North Africa (Wb),1974,43.99972,72.28545,45.98756,26.297889999999995,54.09091,59.136505,-43.34896517190507
Middle East And North Africa (Wb),1975,44.49103,72.88749,46.88597,26.00152,54.754830000000005,59.88673,1.1166207421319907
Middle East And North Africa (Wb),1976,44.99968,73.51033,47.76801,25.74232,55.426006666666666,60.63916999999999,1.1432641590900294
Middle East And North Africa (Wb),1977,45.55852,74.17554,48.96568,25.20986,56.233246666666666,61.57061,1.2418754977813196
Middle East And North Africa (Wb),1978,46.21684,74.79698,50.09046,24.706520000000005,57.034760000000006,62.44372,1.4449986522828029
Middle East And North Africa (Wb),1979,46.89799,75.29801,51.0531,24.244910000000004,57.7497,63.175555,1.4738134411612869
Middle East And North Africa (Wb),1980,47.65434,75.95265,52.32631,23.626340000000006,58.64443333333333,64.13948,1.6127556852649771
Middle East And North Africa (Wb),1981,48.41632,76.61027,53.62577,22.984499999999997,59.55078666666666,65.11802,1.5989729371973294
Middle East And North Africa (Wb),1982,49.33712,77.30011,54.97385,22.326260000000005,60.53702666666667,66.13698,1.9018380579110428
Middle East And North Africa (Wb),1983,50.03418,78.38635,56.12951,22.25683999999999,61.51668,67.25793,1.4128510135978711
Middle East And North Africa (Wb),1984,50.99546,79.32956,57.94698,21.382579999999997,62.75733333333333,68.63827,1.9212466357997782
Middle East And North Africa (Wb),1985,51.94508,80.26156,59.71946,20.542100000000005,63.975366666666666,69.99051,1.8621657692665217
Middle East And North Africa (Wb),1986,52.89566,81.17504,61.40514,19.769899999999993,65.15861333333334,71.29008999999999,1.8299711926519358
Middle East And North Africa (Wb),1987,53.82654,81.98535,62.99917,18.986179999999997,66.27035333333333,72.49226,1.7598419227588868
Middle East And North Africa (Wb),1988,54.84007,82.77369,64.58158,18.19211,67.39844666666667,73.67763500000001,1.8829558801290114
Middle East And North Africa (Wb),1989,55.84551,83.50282,66.1068,17.396019999999993,68.48504333333334,74.80481,1.8334039325624607
Middle East And North Africa (Wb),1990,58.23571,85.08913,68.98918,16.099949999999993,70.77134,77.039155,4.280021795843569
Middle East And North Africa (Wb),1991,59.42651,86.2941,70.65865,15.635450000000006,72.12642,78.47637499999999,2.0447934780910337
Middle East And North Africa (Wb),1992,60.52205,86.98366,72.12407,14.859589999999997,73.20992666666666,79.553865,1.8435206778927515
Middle East And North Africa (Wb),1993,61.38714,87.18237,71.6707,15.51167000000001,73.41340333333333,79.426535,1.4293798706422
Middle East And North Africa (Wb),1994,62.34871,87.6795,72.96099,14.718510000000009,74.32973333333332,80.320245,1.566402995806615
Middle East And North Africa (Wb),1995,63.82514,88.37237,74.85748,13.514890000000008,75.68499666666666,81.614925,2.3680201242335164
Middle East And North Africa (Wb),1996,64.96068,88.87634,76.20496,12.67138,76.68066,82.54065,1.7791422000797752
Middle East And North Africa (Wb),1997,66.06362,89.3345,77.50701,11.827490000000012,77.63504333333333,83.420755,1.6978578426211088
Middle East And North Africa (Wb),1998,67.26733,89.66076,78.6955,10.96526,78.54119666666666,84.17813,1.8220466877231445
Middle East And North Africa (Wb),1999,68.36744,90.00801,79.90238,10.105630000000005,79.42594333333334,84.955195,1.6354298587442084
Middle East And North Africa (Wb),2000,69.40159,90.32751,80.99898,9.32853,80.24269333333335,85.663245,1.5126352544427624
Middle East And North Africa (Wb),2001,70.53242,90.79612,82.14067,8.655450000000002,81.15640333333333,86.468395,1.6294007096955498
Middle East And North Africa (Wb),2002,71.56456,91.14309,83.16963,7.973460000000003,81.95909333333333,87.15636,1.4633554328633558
Middle East And North Africa (Wb),2003,74.12706,92.80639,83.72966,9.076729999999998,83.55436999999999,88.268025,3.580682952567593
Middle East And North Africa (Wb),2004,74.96323,93.05454,84.65085,8.403689999999997,84.22287333333333,88.85269500000001,1.1280226141438643
Middle East And North Africa (Wb),2005,75.57109,93.20441,85.25057,7.95384,84.67535666666667,89.22748999999999,0.8108775462316586
Middle East And North Africa (Wb),2006,74.59212,92.64047,86.09961,6.540859999999995,84.44406666666667,89.37003999999999,-1.2954292441726079
Middle East And North Africa (Wb),2007,75.36998,93.14143,86.97756,6.163870000000003,85.16299,90.059495,1.0428179276845917
Middle East And North Africa (Wb),2008,77.08521,93.9046,88.15434,5.750259999999997,86.38138333333335,91.02947,2.2757469220504145
Middle East And North Africa (Wb),2009,76.01827,91.90152,85.37437,6.527150000000006,84.43138666666667,88.637945,-1.3841046810406321
Middle East And North Africa (Wb),2010,76.60938,92.09109,85.75135,6.339739999999992,84.81727333333333,88.92122,0.7775893873933182
Middle East And North Africa (Wb),2011,77.32386,92.40269,85.80755,6.595140000000001,85.17803333333335,89.10512,0.9326273101283311
Middle East And North Africa (Wb),2012,77.99774,92.95354,86.87201,6.081530000000001,85.94109666666667,89.91277500000001,0.8715033108797066
Middle East And North Africa (Wb),2013,78.60817,93.12824,87.79656,5.331680000000006,86.51098999999999,90.4624,0.782625240167234
Middle East And North Africa (Wb),2014,78.98551,93.1035,88.02022,5.083280000000002,86.70307666666668,90.56186,0.4800264399998255
Middle East And North Africa (Wb),2015,79.63974,93.10533,88.29764,4.807689999999994,87.01423666666666,90.70148499999999,0.8282911637843338
Middle East And North Africa (Wb),2016,78.47635,91.75193,86.80402,4.947910000000007,85.67743333333333,89.277975,-1.4608159192885495
Middle East And North Africa (Wb),2017,78.92874,91.8816,87.18054,4.7010600000000125,85.99696,89.53107,0.5764666679834329
Middle East And North Africa (Wb),2018,79.25672,91.98373,87.47592,4.507809999999992,86.23879,89.729825,0.41553938400638035
Middle East And North Africa (Wb),2019,79.55386,92.13213,87.80644,4.325690000000009,86.49747666666667,89.969285,0.37490827276223104
Middle East And North Africa (Wb),2020,79.89577,92.31631,88.12337,4.192940000000007,86.77848333333334,90.21984,0.42978429959275033
Middle East And North Africa (Wb),2021,80.30119,92.55002,88.45477,4.095250000000007,87.10199333333333,90.502395,0.5074361258424753
Middle East And North Africa (Wb),2022,80.6111,92.67047,88.69928,3.971189999999993,87.32695,90.684875,0.38593450483110914
Middle East And North Africa (Wb),2023,80.94914,92.76265,88.89105,3.8715999999999866,87.53428000000001,90.82685000000001,0.41934671527867895
Middle-Income Countries,1975,58.92093,82.01004,64.32716,17.682879999999997,68.41937666666666,73.1686,0.0
Middle-Income Countries,1976,59.08536,81.9535,64.42027,17.533230000000003,68.48637666666667,73.186885,0.27906891490001584
Middle-Income Countries,1977,59.42156,82.01001,64.81827,17.191739999999996,68.74994666666667,73.41414,0.5690072803144375
Middle-Income Countries,1978,60.21147,82.3759,66.03637,16.339529999999996,69.54124666666667,74.206135,1.3293323164184745
Middle-Income Countries,1979,61.05474,82.83411,67.3713,15.46280999999999,70.42005,75.102705,1.4005138887989377
Middle-Income Countries,1980,61.83566,83.08366,68.57013,14.513529999999989,71.16315,75.82689500000001,1.2790489321549803
Middle-Income Countries,1981,62.59563,83.28573,69.6319,13.65383,71.83775333333334,76.458815,1.229015749164808
Middle-Income Countries,1982,63.33568,83.47574,70.60695,12.868790000000004,72.47278999999999,77.041345,1.1822710307412887
Middle-Income Countries,1983,64.0488,83.63856,71.48394,12.154619999999994,73.0571,77.56125,1.1259372284311064
Middle-Income Countries,1984,64.88833,83.91896,72.54979,11.369169999999997,73.78569333333333,78.234375,1.3107661657985714
Middle-Income Countries,1985,65.635,84.20709,73.49409,10.712999999999994,74.44539333333333,78.85059,1.1506999794878459
Middle-Income Countries,1986,66.33725,84.48498,74.37282,10.112159999999989,75.06501666666666,79.4289,1.0699322008074885
Middle-Income Countries,1987,67.19151,85.09667,75.5204,9.576270000000008,75.93619333333334,80.308535,1.2877531100550454
Middle-Income Countries,1988,69.37021,86.11868,75.99687,10.121809999999996,77.16192,81.05777499999999,3.242522753246657
Middle-Income Countries,1989,70.00896,86.28904,76.53754,9.751499999999993,77.61184666666666,81.41329,0.9207842963139479
Middle-Income Countries,1990,70.69976,86.49629,77.18838,9.307910000000007,78.12814333333334,81.84233499999999,0.9867308413094467
Middle-Income Countries,1991,71.22915,86.7337,77.76612,8.967579999999998,78.57632333333333,82.24991,0.7487861344932512
Middle-Income Countries,1992,71.83592,87.15431,78.27636,8.877949999999998,79.08886333333334,82.715335,0.8518562975972532
Middle-Income Countries,1993,72.41556,87.55365,78.67757,8.876080000000002,79.54892666666667,83.11561,0.8068943781885052
Middle-Income Countries,1994,72.96025,87.75785,79.23101,8.526840000000007,79.98303666666666,83.49443,0.7521725993695272
Middle-Income Countries,1995,73.51708,87.93865,79.80355,8.135099999999994,80.41976000000001,83.8711,0.7631963980386569
Middle-Income Countries,1996,74.0451,88.12213,80.34395,7.778179999999992,80.83706000000001,84.23304,0.7182276553965306
Middle-Income Countries,1997,76.71142,88.77795,81.90885,6.869100000000003,82.46607333333334,85.3434,3.6009405078796464
Middle-Income Countries,1998,78.29854,90.0512,82.65903,7.392169999999993,83.66959,86.355115,2.0689487953684083
Middle-Income Countries,1999,78.73321,90.28239,83.27791,7.004480000000001,84.09783666666668,86.78015,0.5551444509693138
Middle-Income Countries,2000,78.97723,90.33717,83.34249,6.9946800000000025,84.21896333333333,86.83983,0.3099327462960044
Middle-Income Countries,2001,79.38092,90.51095,83.98695,6.524000000000001,84.62627333333332,87.24895,0.5111473268940792
Middle-Income Countries,2002,79.81483,90.74979,84.67358,6.076210000000003,85.0794,87.711685,0.5466174995200301
Middle-Income Countries,2003,80.44843,91.35642,85.30474,6.051680000000005,85.70319666666666,88.33058,0.7938374359752531
Middle-Income Countries,2004,80.87951,91.55407,85.99099,5.563079999999999,86.14152333333334,88.77252999999999,0.5358463800971602
Middle-Income Countries,2005,80.87994,92.06743,86.04476,6.022670000000005,86.33071,89.056095,0.0005316550508283058
Middle-Income Countries,2006,80.98057,91.59686,86.39862,5.198240000000013,86.32535,88.99774,0.12441898448489752
Middle-Income Countries,2007,81.68252,91.74972,86.94045,4.809269999999998,86.79089666666665,89.345085,0.8668128663455787
Middle-Income Countries,2008,82.1301,92.10284,87.56419,4.538650000000004,87.26571,89.833515,0.5479507733111122
Middle-Income Countries,2009,82.41629,92.06343,87.81871,4.244720000000001,87.43281,89.94107,0.34845933464102696
Middle-Income Countries,2010,83.27524,92.6045,88.37341,4.231089999999995,88.08438333333334,90.488955,1.0422090098935355
Middle-Income Countries,2011,83.41603,92.54603,88.65865,3.8873800000000074,88.20690333333334,90.60234,0.16906585919176376
Middle-Income Countries,2012,83.67213,92.80064,89.15755,3.643090000000001,88.54343999999999,90.979095,0.3070153302668466
Middle-Income Countries,2013,84.04509,93.1949,89.80436,3.3905400000000014,89.01478333333334,91.49963,0.4457398180254257
Middle-Income Countries,2014,84.49078,93.34903,90.32415,3.024879999999996,89.38798666666666,91.83659,0.5302986765794326
Middle-Income Countries,2015,84.97399,93.55546,90.80292,2.752539999999996,89.77745666666665,92.17919,0.5719085561761927
Middle-Income Countries,2016,85.37055,93.68402,91.14309,2.540930000000003,90.06588666666669,92.413555,0.4666839817690116
Middle-Income Countries,2017,85.5536,93.79107,91.32096,2.4701100000000054,90.22187666666667,92.556015,0.21441820393568456
Middle-Income Countries,2018,85.94582,93.95203,91.5865,2.3655299999999926,90.49478333333333,92.76926499999999,0.45844943988329057
Middle-Income Countries,2019,86.11558,95.14548,92.6448,2.5006800000000027,91.30195333333332,93.89514,0.19751978630258016
Middle-Income Countries,2020,86.40705,95.25028,92.89353,2.3567500000000052,91.51695333333333,94.071905,0.3384637251470757
Middle-Income Countries,2021,86.65189,95.33419,93.1186,2.215590000000006,91.70156000000001,94.226395,0.2833565085256229
Middle-Income Countries,2022,86.95844,95.42441,93.37184,2.0525699999999887,91.91823,94.398125,0.35377185656308985
Middle-Income Countries,2023,87.22839,95.49074,93.56737,1.9233700000000056,92.0955,94.529055,0.31043565178954236
Moldova,1989,96.0,100.0,100.0,0.0,98.66666666666667,100.0,0.0
Moldova,2000,97.0,99.0,100.0,-1.0,98.66666666666667,99.5,1.041666666666674
Moldova,2005,97.66666666666667,99.87,99.95,-0.0799999999999983,99.16222222222223,99.91,0.6872852233676952
Moldova,2012,98.33333333333333,100.0,99.84,0.1599999999999966,99.3911111111111,99.92,0.682593856655278
Moldova,2014,99.0,100.0,100.0,0.0,99.66666666666667,100.0,0.6779661016949268
Mongolia,2000,98.0,97.0,98.0,-1.0,97.66666666666667,97.5,0.0
Mongolia,2010,98.0,98.0,99.0,-1.0,98.33333333333333,98.5,0.0
Mongolia,2018,96.89635,99.6363,99.42351,0.21279000000001247,98.65205333333331,99.529905,-1.126173469387759
Mongolia,2020,99.0,99.0,99.0,0.0,99.0,99.0,2.1710312101539397
Mongolia,2022,98.72622,99.61688,99.77098,-0.15409999999999968,99.37136,99.69393,-0.27654545454545154
Montenegro,1981,90.0,99.0,98.0,1.0,95.66666666666667,98.5,0.0
Montenegro,1991,93.0,99.0,99.0,0.0,97.0,99.0,3.3333333333333437
Montenegro,2003,98.0,99.0,99.0,0.0,98.66666666666667,99.0,5.376344086021501
Montenegro,2005,98.0,94.4,99.21,-4.809999999999988,97.20333333333333,96.805,0.0
Montenegro,2011,98.0,99.0,99.0,0.0,98.66666666666667,99.0,0.0
Montenegro,2013,98.2672,94.4,99.76,-5.359999999999999,97.47573333333334,97.08000000000001,0.2726530612244815
Montenegro,2018,98.5344,96.23099,98.95459,-2.7235999999999905,97.90666,97.59279000000001,0.27191168568962976
Morocco,1982,30.0,58.0,31.0,27.0,39.666666666666664,44.5,0.0
Morocco,1994,42.0,71.0,46.0,25.0,53.0,58.5,39.99999999999999
Morocco,2004,52.0,81.0,60.0,21.0,64.33333333333333,70.5,23.809523809523814
Morocco,2008,55.0,86.0,70.0,16.0,70.33333333333333,78.0,5.769230769230771
Morocco,2009,56.0,87.0,72.0,15.0,71.66666666666667,79.5,1.8181818181818077
Morocco,2011,67.0,89.0,74.0,15.0,76.66666666666667,81.5,19.64285714285714
Morocco,2012,69.0,94.0,88.0,6.0,83.66666666666667,91.0,2.9850746268656803
Morocco,2014,76.0,89.5865878021978,84.05225209790208,5.534335704295714,83.21294663336663,86.81941995004993,10.144927536231885
Mozambique,1980,27.0,64.0,25.0,39.0,38.666666666666664,44.5,0.0
Mozambique,1997,39.0,59.0,37.0,22.0,45.0,48.0,44.44444444444444
Mozambique,2003,48.0,74.0,50.0,24.0,57.333333333333336,62.0,23.076923076923084
Mozambique,2008,49.5,94.4,39.45,54.95,61.116666666666674,66.92500000000001,3.125
Mozambique,2009,51.0,80.0,57.0,23.0,62.666666666666664,68.5,3.0303030303030276
Mozambique,2015,56.0,79.0,63.0,16.0,66.0,71.0,9.80392156862746
Mozambique,2017,61.0,77.0,65.0,12.0,67.66666666666667,71.0,8.92857142857142
Mozambique,2020,60.0,76.0,65.0,11.0,67.0,70.5,-1.6393442622950838
Myanmar,1983,79.0,89.0,81.0,8.0,83.0,85.0,0.0
Myanmar,2000,90.0,96.0,93.0,3.0,93.0,94.5,13.924050632911399
Myanmar,2014,90.0,94.0,94.0,0.0,92.66666666666667,94.0,0.0
Myanmar,2016,89.5,91.15811,89.64611,1.5120000000000005,90.10140666666666,90.40211,-0.5555555555555536
Myanmar,2019,89.0,95.0,96.0,-1.0,93.33333333333333,95.5,-0.5586592178770999
Namibia,1991,76.0,86.0,90.0,-4.0,84.0,88.0,0.0
Namibia,2000,80.5,88.26,90.65,-2.3900000000000006,86.46999999999998,89.45500000000001,5.921052631578938
Namibia,2001,85.0,91.0,94.0,-3.0,90.0,92.5,5.590062111801242
Namibia,2007,86.5,88.77,93.54,-4.77000000000001,89.60333333333334,91.155,1.764705882352935
Namibia,2011,88.0,93.0,95.0,-2.0,92.0,94.0,1.7341040462427681
Namibia,2013,88.0,92.08,96.09,-4.010000000000005,92.05666666666666,94.08500000000001,0.0
Nauru,2023,96.58654,89.5865878021978,84.05225209790208,5.534335704295714,90.07512663336662,86.81941995004993,0.0
Nepal,1981,21.0,45.0,15.0,30.0,27.0,30.0,0.0
Nepal,1991,33.0,68.0,33.0,35.0,44.666666666666664,50.5,57.14285714285714
Nepal,2001,49.0,81.0,60.0,21.0,63.333333333333336,70.5,48.484848484848484
Nepal,2006,54.5,94.24,75.51,18.72999999999999,74.75,84.875,11.22448979591837
Nepal,2011,60.0,90.0,80.0,10.0,76.66666666666667,85.0,10.091743119266061
Nepal,2016,65.50101,94.43616,84.58498,9.85118,81.50738333333332,89.51057,9.16834999999998
Nepal,2019,68.7125,96.80686,92.07302,4.733840000000001,85.86412666666666,94.43994,4.9029625650047315
Nepal,2022,68.7125,97.16,89.2,7.959999999999994,85.02416666666666,93.18,0.0
New Caledonia,1976,91.0,97.0,98.0,-1.0,95.33333333333333,97.5,0.0
New Caledonia,1989,93.0,99.0,99.0,0.0,97.0,99.0,2.19780219780219
New Caledonia,1996,96.0,99.0,99.0,0.0,98.0,99.0,3.2258064516129004
Nicaragua,2001,77.0,85.3,89.4,-4.1000000000000085,83.9,87.35,0.0
Nicaragua,2005,78.0,89.4,92.7,-3.299999999999997,86.7,91.05000000000001,1.298701298701288
Nicaragua,2009,78.0,92.6,94.8,-2.200000000000003,88.46666666666665,93.69999999999999,0.0
Nicaragua,2014,78.0,94.1,96.6,-2.5,89.56666666666666,95.35,0.0
Niger,2001,14.0,26.0,14.0,12.0,18.0,20.0,0.0
Niger,2005,29.0,52.0,23.0,29.0,34.666666666666664,37.5,107.14285714285717
Niger,2006,30.0,33.02,11.17,21.85,24.73,22.095000000000002,3.4482758620689724
Niger,2012,31.0,49.0,32.0,17.0,37.333333333333336,40.5,3.3333333333333437
Niger,2018,33.04745,56.88975,36.36699,20.522759999999998,42.101396666666666,46.628370000000004,6.604677419354821
Niger,2022,35.60971,63.96316,44.7403,19.222860000000004,48.104389999999995,54.35173,7.753275971368456
Nigeria,1991,55.0,81.0,62.0,19.0,66.0,71.5,0.0
Nigeria,2003,55.0,78.0,61.0,17.0,64.66666666666667,69.5,0.0
Nigeria,2006,70.0,83.0,75.0,8.0,76.0,79.0,27.27272727272727
Nigeria,2007,67.644268,94.4,70.18,24.22,77.40808933333334,82.29,-3.3653314285714386
Nigeria,2008,65.288536,78.5,51.6,26.9,65.12951199999999,65.05,-3.4825301088334704
Nigeria,2011,62.932804,94.4,79.84,14.560000000000002,79.05760133333334,87.12,-3.6081862825044775
Nigeria,2013,60.577072,86.17,70.75,15.420000000000002,72.499024,78.46000000000001,-3.743249704875695
Nigeria,2016,58.22134,78.43424,67.12351,11.310730000000007,67.92636333333333,72.778875,-3.8888178682522034
Nigeria,2018,60.68844,71.80612,60.39587,11.410250000000005,64.29681000000001,66.10099500000001,4.23744970486768
Nigeria,2021,63.15554,77.77638,69.04957,8.72681,69.99383,73.412975,4.065189350723131
North America (Wb),2003,98.61992,99.62593,99.54726,0.07867000000000246,99.26436999999999,99.58659499999999,0.0
North America (Wb),2004,98.63156,99.62974,99.54986,0.07988000000000284,99.27038666666665,99.5898,0.011802889314860288
North America (Wb),2005,98.64237,99.63311,99.55087,0.08223999999999876,99.27545000000002,99.59199000000001,0.010959980760727461
North America (Wb),2006,98.65695,99.63755,99.55211,0.08544000000000551,99.28220333333333,99.59483,0.014780666766212036
North America (Wb),2007,98.66643,99.63883,99.55438,0.08445000000000391,99.28654666666667,99.596605,0.009609054405190776
North America (Wb),2008,98.68658,99.6403,99.55452,0.08577999999999975,99.29379999999999,99.59741,0.020422346283321957
North America (Wb),2017,98.75348,99.6591,99.56526,0.09384000000000015,99.32594666666667,99.61218,0.06779037230795204
North America (Wb),2018,98.75979,99.66024,99.56524,0.09499999999999886,99.32842333333333,99.61274,0.006389648243287915
North America (Wb),2019,98.76517,99.66159,99.56584,0.09575000000000955,99.33086666666667,99.613715,0.005447561198734796
North America (Wb),2020,98.77029,99.66034,99.56623,0.09411000000000058,99.33228666666668,99.613285,0.0051840137570868805
North America (Wb),2021,98.77717,99.66233,99.56689,0.09543999999999642,99.33546333333334,99.61461,0.006965657385427093
North America (Wb),2022,98.77941,99.66295,99.567,0.09595000000000198,99.33645333333334,99.61497499999999,0.002267730488725306
North Korea,2008,100.0,100.0,100.0,0.0,100.0,100.0,0.0
North Macedonia,1994,94.0,99.0,99.0,0.0,97.33333333333333,99.0,0.0
North Macedonia,2002,96.0,99.0,98.0,1.0,97.66666666666667,98.5,2.127659574468077
North Macedonia,2005,96.0,94.4,98.69,-4.289999999999992,96.36333333333334,96.545,0.0
North Macedonia,2011,96.0,94.4,99.36,-4.959999999999994,96.58666666666666,96.88,0.0
North Macedonia,2018,96.0,94.4,98.74764,-4.347639999999998,96.38254666666667,96.57382000000001,0.0
Northern Africa And Western Asia (Sdg),1976,54.3411,80.1768,58.44754,21.729260000000004,64.32181333333334,69.31217,0.0
Northern Africa And Western Asia (Sdg),1977,54.78078,80.46183,59.38309,21.078740000000003,64.87523333333334,69.92246,0.809111335618895
Northern Africa And Western Asia (Sdg),1978,55.29722,80.73648,60.23682,20.49966,65.42350666666667,70.48665,0.9427394060471661
Northern Africa And Western Asia (Sdg),1979,55.67316,81.42589,60.79308,20.632809999999992,65.96404333333334,71.109485,0.679853345249537
Northern Africa And Western Asia (Sdg),1980,56.26776,81.66279,61.67044,19.992350000000002,66.53366333333334,71.66661500000001,1.0680191316605692
Northern Africa And Western Asia (Sdg),1981,56.8871,81.94828,62.55823,19.390049999999995,67.13120333333333,72.253255,1.1007013607792437
Northern Africa And Western Asia (Sdg),1982,57.57365,82.24888,63.47431,18.774569999999997,67.76561333333333,72.861595,1.2068641220944754
Northern Africa And Western Asia (Sdg),1983,57.84152,82.74415,63.92203,18.822120000000005,68.16923333333334,73.33309,0.46526492588190305
Northern Africa And Western Asia (Sdg),1984,59.73399,83.72984,66.18115,17.548689999999993,69.88166,74.955495,3.271819274458898
Northern Africa And Western Asia (Sdg),1985,60.46863,84.23051,67.27975,16.95075999999999,70.65963,75.75513000000001,1.2298525512861147
Northern Africa And Western Asia (Sdg),1986,61.20571,84.74233,68.36292,16.379409999999993,71.43698666666667,76.552625,1.2189460882444436
Northern Africa And Western Asia (Sdg),1987,61.92454,85.19118,69.39275,15.798429999999996,72.16949000000001,77.291965,1.1744492466470913
Northern Africa And Western Asia (Sdg),1988,62.71324,85.65983,70.46206,15.197770000000006,72.94504333333333,78.060945,1.2736469257583538
Northern Africa And Western Asia (Sdg),1989,63.37794,86.2774,71.21717,15.060230000000004,73.62416999999999,78.747285,1.0599037778944442
Northern Africa And Western Asia (Sdg),1990,64.19637,86.77123,72.29262,14.478610000000003,74.42007333333333,79.531925,1.29134837768472
Northern Africa And Western Asia (Sdg),1991,65.00349,87.62791,73.40488,14.223029999999994,75.34542666666665,80.516395,1.2572673501632492
