entity,code,year,literacy_rate,mf_youth_and_adults__15_64_years__average_years_of_education,population_historical,owid_region
Bolivia,BOL,2009,91.0,,10016279.0,South America
Bolivia,BOL,2010,,8.57,10182345.0,South America
Bolivia,BOL,2011,92.0,,10348931.0,South America
Bolivia,BOL,2012,94.0,,10515814.0,South America
Bolivia,BOL,2015,92.0,8.62,11014707.0,South America
Bolivia,BOL,2020,94.0,9.06,11816301.0,South America
Bosnia and Herzegovina,BIH,1991,89.0,,4458350.0,Europe
Bosnia and Herzegovina,BIH,2000,97.0,,4159785.0,Europe
Bosnia and Herzegovina,BIH,2013,97.0,,3610857.0,Europe
Botswana,BWA,1950,22.5,,413708.0,Africa
Botswana,BWA,1991,69.0,,1341767.0,Africa
Botswana,BWA,2003,81.0,,1775744.0,Africa
Botswana,BWA,2015,,10.27,2203276.0,Africa
Botswana,BWA,2020,,10.58,2365895.0,Africa
Brazil,BRA,1870,,0.14,9839950.0,South America
Brazil,BRA,1875,,0.18,10780598.0,South America
Brazil,BRA,1880,,0.22,11834544.0,South America
Brazil,BRA,1885,,0.26,12991849.0,South America
Brazil,BRA,1890,,0.3,14307331.0,South America
Brazil,BRA,1895,,0.33,16062818.0,South America
Brazil,BRA,1900,34.7,0.56,18058538.0,South America
Brazil,BRA,1905,,0.7,20110461.0,South America
Brazil,BRA,1910,,0.81,22361184.0,South America
Brazil,BRA,1915,,0.94,24850065.0,South America
Brazil,BRA,1920,35.1,1.07,27593186.0,South America
Brazil,BRA,1925,,1.18,30551576.0,South America
Brazil,BRA,1930,,1.35,33813213.0,South America
Brazil,BRA,1935,,1.51,37421510.0,South America
Brazil,BRA,1940,43.9,1.66,41568218.0,South America
Brazil,BRA,1945,,1.8,47230706.0,South America
Brazil,BRA,1950,47.5,2.11,53408551.0,South America
Brazil,BRA,1955,,2.3,62101393.0,South America
Brazil,BRA,1960,,2.53,72388124.0,South America
Brazil,BRA,1965,,2.82,83817586.0,South America
Brazil,BRA,1970,,3.28,95375656.0,South America
Brazil,BRA,1975,,2.87,107619567.0,South America
Brazil,BRA,1980,75.0,3.05,121207451.0,South America
Brazil,BRA,1985,,4.12,135515593.0,South America
Brazil,BRA,1990,,4.94,149143223.0,South America
Brazil,BRA,1995,,5.79,161735079.0,South America
Brazil,BRA,2000,86.0,6.76,174018278.0,South America
Brazil,BRA,2004,89.0,,182675144.0,South America
Brazil,BRA,2005,,7.67,184688101.0,South America
Brazil,BRA,2006,90.0,,186653099.0,South America
Brazil,BRA,2007,90.0,,188552311.0,South America
Brazil,BRA,2008,90.0,,190367297.0,South America
Brazil,BRA,2009,90.0,,192079958.0,South America
Brazil,BRA,2010,90.0,8.17,193701931.0,South America
Brazil,BRA,2011,91.0,,195284736.0,South America
Brazil,BRA,2012,91.0,,196876113.0,South America
Brazil,BRA,2013,91.0,,198478290.0,South America
Brazil,BRA,2014,92.0,,200085126.0,South America
Brazil,BRA,2015,92.0,7.66,201675534.0,South America
Brazil,BRA,2016,93.0,,203218108.0,South America
Brazil,BRA,2017,93.0,,204703440.0,South America
Brazil,BRA,2018,93.0,,206107265.0,South America
Brazil,BRA,2020,,8.0,208660845.0,South America
Brunei,BRN,1950,27.5,,48316.0,Asia
Brunei,BRN,1981,78.0,,191990.0,Asia
Brunei,BRN,1991,88.0,,262604.0,Asia
Brunei,BRN,2001,93.0,,333353.0,Asia
Brunei,BRN,2011,96.0,,399395.0,Asia
Brunei,BRN,2015,,9.08,422223.0,Asia
Brunei,BRN,2020,,9.28,447411.0,Asia
Bulgaria,BGR,1870,,0.94,2595993.0,Europe
Bulgaria,BGR,1875,,0.97,2765601.0,Europe
Bulgaria,BGR,1880,,1.01,2968348.0,Europe
Bulgaria,BGR,1885,,1.06,3185955.0,Europe
Bulgaria,BGR,1890,,1.13,3420766.0,Europe
Bulgaria,BGR,1895,,1.32,3681214.0,Europe
Bulgaria,BGR,1900,29.6,1.55,3956269.0,Europe
Bulgaria,BGR,1905,34.5,1.69,4208238.0,Europe
Bulgaria,BGR,1910,42.2,2.05,4467209.0,Europe
Bulgaria,BGR,1915,,3.02,4729527.0,Europe
Bulgaria,BGR,1920,53.3,3.35,5025707.0,Europe
Bulgaria,BGR,1925,,3.51,5460137.0,Europe
Bulgaria,BGR,1926,60.3,,5555149.0,Europe
Bulgaria,BGR,1930,,3.52,5925817.0,Europe
Bulgaria,BGR,1934,68.6,,6195623.0,Europe
Bulgaria,BGR,1935,,3.54,6258372.0,Europe
Bulgaria,BGR,1940,,3.78,6575077.0,Europe
Bulgaria,BGR,1945,,3.89,6864065.0,Europe
Bulgaria,BGR,1950,77.5,3.97,7248509.0,Europe
Bulgaria,BGR,1955,,4.82,7533657.0,Europe
Bulgaria,BGR,1960,,5.24,7862935.0,Europe
Bulgaria,BGR,1965,,4.71,8202417.0,Europe
Bulgaria,BGR,1970,,6.54,8490822.0,Europe
Bulgaria,BGR,1975,,7.41,8723145.0,Europe
Bulgaria,BGR,1980,,8.15,8859539.0,Europe
Bulgaria,BGR,1985,,8.76,8958855.0,Europe
Bulgaria,BGR,1990,,8.68,8822366.0,Europe
Bulgaria,BGR,1995,,9.31,8357576.0,Europe
Bulgaria,BGR,2000,,9.65,8000519.0,Europe
Bulgaria,BGR,2001,98.0,,7928455.0,Europe
Bulgaria,BGR,2005,,10.61,7695047.0,Europe
Bulgaria,BGR,2010,,11.07,7437594.0,Europe
Bulgaria,BGR,2011,98.0,,7380023.0,Europe
Bulgaria,BGR,2015,,10.71,7177515.0,Europe
Bulgaria,BGR,2020,,10.75,6933656.0,Europe
Burkina Faso,BFA,1975,9.0,,6147575.0,Africa
Burkina Faso,BFA,1991,14.0,,9394631.0,Africa
Burkina Faso,BFA,1996,13.0,,10655943.0,Africa
Burkina Faso,BFA,2003,22.0,,13082530.0,Africa
Burkina Faso,BFA,2005,24.0,,13932127.0,Africa
Burkina Faso,BFA,2006,22.0,,14373713.0,Africa
Burkina Faso,BFA,2007,28.0,,14816313.0,Africa
Burkina Faso,BFA,2014,35.0,,18229466.0,Africa
Burkina Faso,BFA,2018,39.0,,20438289.0,Africa
Burkina Faso,BFA,2019,30.0,,20961956.0,Africa
Burkina Faso,BFA,2021,36.96738,,21995249.0,Africa
Burkina Faso,BFA,2022,40.92361,,22509038.0,Africa
Burundi,BDI,1979,23.0,,4203533.0,Africa
Burundi,BDI,1990,37.0,,5587051.0,Africa
Burundi,BDI,2000,59.0,,6470196.0,Africa
Burundi,BDI,2008,48.0,,8505643.0,Africa
Burundi,BDI,2014,62.0,,10799789.0,Africa
Burundi,BDI,2015,,4.3,11047581.0,Africa
Burundi,BDI,2016,65.68774,,11239459.0,Africa
Burundi,BDI,2017,68.0,,11506764.0,Africa
Burundi,BDI,2020,,5.05,12617041.0,Africa
Cambodia,KHM,1870,,0.01,2336875.0,Asia
Cambodia,KHM,1875,,0.01,2408589.0,Asia
Cambodia,KHM,1880,,0.01,2489195.0,Asia
Cambodia,KHM,1885,,0.01,2572496.0,Asia
Cambodia,KHM,1890,,0.01,2658582.0,Asia
Cambodia,KHM,1895,,0.01,2747546.0,Asia
Cambodia,KHM,1900,,0.01,2839483.0,Asia
Cambodia,KHM,1905,,0.01,2934495.0,Asia
Cambodia,KHM,1910,,0.01,3012110.0,Asia
Cambodia,KHM,1915,,0.01,2962140.0,Asia
Cambodia,KHM,1920,,0.02,2895102.0,Asia
Cambodia,KHM,1925,,0.02,2830748.0,Asia
Cambodia,KHM,1930,,0.03,2788985.0,Asia
Cambodia,KHM,1935,,0.04,2883900.0,Asia
Cambodia,KHM,1940,,0.07,3061261.0,Asia
Cambodia,KHM,1945,,0.29,3645501.0,Asia
Cambodia,KHM,1950,17.5,0.44,4375252.0,Asia
Cambodia,KHM,1955,,0.67,4890375.0,Asia
Cambodia,KHM,1960,,1.23,5449964.0,Asia
Cambodia,KHM,1965,,1.53,6072288.0,Asia
Cambodia,KHM,1970,,1.91,6639187.0,Asia
Cambodia,KHM,1975,,2.31,6581373.0,Asia
Cambodia,KHM,1980,,2.66,5199874.0,Asia
Cambodia,KHM,1985,,2.89,6043782.0,Asia
Cambodia,KHM,1990,,3.2,7374754.0,Asia
Cambodia,KHM,1995,,3.41,10018500.0,Asia
Cambodia,KHM,1998,67.0,,12058180.0,Asia
Cambodia,KHM,2000,,3.64,12462343.0,Asia
Cambodia,KHM,2004,74.0,,13244737.0,Asia
Cambodia,KHM,2005,,4.26,13439203.0,Asia
Cambodia,KHM,2008,77.0,,14053479.0,Asia
Cambodia,KHM,2009,76.0,,14276819.0,Asia
Cambodia,KHM,2010,,4.94,14500730.0,Asia
Cambodia,KHM,2014,78.0,,15396771.0,Asia
Cambodia,KHM,2015,81.0,5.32,15623253.0,Asia
Cambodia,KHM,2020,,5.81,16725484.0,Asia
Cambodia,KHM,2021,71.92725,,16974309.0,Asia
Cameroon,CMR,1870,,0.01,3020602.0,Africa
Cameroon,CMR,1875,,0.01,3103332.0,Africa
Cameroon,CMR,1880,,0.01,3190261.0,Africa
Cameroon,CMR,1885,,0.02,3279837.0,Africa
Cameroon,CMR,1890,,0.02,3351734.0,Africa
Cameroon,CMR,1895,,0.03,3297958.0,Africa
Cameroon,CMR,1900,,0.05,3216679.0,Africa
Cameroon,CMR,1905,,0.06,3082089.0,Africa
Cameroon,CMR,1910,,0.07,2952166.0,Africa
Cameroon,CMR,1915,,0.08,2873822.0,Africa
Cameroon,CMR,1920,,0.11,2839117.0,Africa
Cameroon,CMR,1925,,0.16,3001552.0,Africa
Cameroon,CMR,1930,,0.2,3205602.0,Africa
Cameroon,CMR,1935,,0.29,3418317.0,Africa
Cameroon,CMR,1940,,0.37,3653142.0,Africa
Cameroon,CMR,1945,,0.46,3963176.0,Africa
Cameroon,CMR,1950,7.5,0.72,4330088.0,Africa
Cameroon,CMR,1955,,0.92,4700267.0,Africa
Cameroon,CMR,1960,,1.12,5159059.0,Africa
Cameroon,CMR,1965,,1.51,5704688.0,Africa
Cameroon,CMR,1970,,1.92,6449795.0,Africa
Cameroon,CMR,1975,,2.58,7397126.0,Africa
Cameroon,CMR,1976,41.0,,7597962.0,Africa
Cameroon,CMR,1980,,3.25,8512217.0,Africa
Cameroon,CMR,1985,,3.94,9761728.0,Africa
Cameroon,CMR,1990,,4.65,11331827.0,Africa
Cameroon,CMR,1995,,5.3,13058517.0,Africa
Cameroon,CMR,2000,68.0,5.76,14912632.0,Africa
Cameroon,CMR,2005,,6.06,17074599.0,Africa
Cameroon,CMR,2007,71.0,,18049897.0,Africa
Cameroon,CMR,2010,71.0,6.41,19668063.0,Africa
Cameroon,CMR,2015,,7.05,22763418.0,Africa
Cameroon,CMR,2018,72.54713,,24806377.0,Africa
Cameroon,CMR,2020,,7.37,26210566.0,Africa
Canada,CAN,1870,,2.68,3761273.0,North America
Canada,CAN,1875,,2.81,4034909.0,North America
Canada,CAN,1880,,2.94,4327935.0,North America
Canada,CAN,1885,,3.05,4584338.0,North America
Canada,CAN,1890,,3.18,4843260.0,North America
Canada,CAN,1895,,3.35,5095557.0,North America
Canada,CAN,1900,,3.99,5414425.0,North America
Canada,CAN,1901,82.9,,5526732.0,North America
Canada,CAN,1905,,4.34,6141319.0,North America
Canada,CAN,1910,,4.83,7002961.0,North America
Canada,CAN,1911,89.0,,7163537.0,North America
Canada,CAN,1915,,5.18,7765975.0,North America
Canada,CAN,1920,,5.54,8571309.0,North America
Canada,CAN,1921,94.3,,8732206.0,North America
Canada,CAN,1925,,5.92,9372783.0,North America
Canada,CAN,1930,,6.35,10191122.0,North America
Canada,CAN,1931,95.7,,10329362.0,North America
Canada,CAN,1935,,6.85,10800991.0,North America
Canada,CAN,1940,,7.14,11453308.0,North America
Canada,CAN,1945,,7.46,12486770.0,North America
Canada,CAN,1950,97.5,7.76,13741740.0,North America
Canada,CAN,1955,,8.11,15728281.0,North America
Canada,CAN,1960,,8.55,17898793.0,North America
Canada,CAN,1965,,8.85,19685517.0,North America
Canada,CAN,1970,,9.47,21440022.0,North America
Canada,CAN,1975,,10.02,23148981.0,North America
Canada,CAN,1980,,10.49,24533779.0,North America
Canada,CAN,1985,,10.29,25927463.0,North America
Canada,CAN,1990,,10.71,27789437.0,North America
Canada,CAN,1995,,11.11,29459138.0,North America
Canada,CAN,2000,,11.39,30891800.0,North America
Canada,CAN,2005,,12.49,32440172.0,North America
Canada,CAN,2010,,12.74,34196900.0,North America
Canada,CAN,2015,,12.83,35962236.0,North America
Canada,CAN,2020,,12.93,38171903.0,North America
Cape Verde,CPV,1950,22.5,,184986.0,Africa
Cape Verde,CPV,1990,63.0,,375437.0,Africa
Cape Verde,CPV,2012,85.0,,511966.0,Africa
Cape Verde,CPV,2015,87.0,,512405.0,Africa
Cayman Islands,CYM,2007,99.0,,49709.0,North America
Central African Republic,CAF,1950,3.0,,1438062.0,Africa
Central African Republic,CAF,1975,18.0,,2313925.0,Africa
Central African Republic,CAF,1988,34.0,,2713967.0,Africa
Central African Republic,CAF,2000,51.0,,3833421.0,Africa
Central African Republic,CAF,2015,,4.21,4629322.0,Africa
Central African Republic,CAF,2019,42.44279,,4944708.0,Africa
Central African Republic,CAF,2020,,4.64,5026629.0,Africa
Central and Southern Asia (SDG),,1975,38.60951,,,
Central and Southern Asia (SDG),,1976,38.67103,,,
Central and Southern Asia (SDG),,1977,39.32173,,,
Central and Southern Asia (SDG),,1978,39.97063,,,
Central and Southern Asia (SDG),,1979,40.614,,,
Central and Southern Asia (SDG),,1980,41.22859,,,
Central and Southern Asia (SDG),,1981,41.8161,,,
Central and Southern Asia (SDG),,1982,42.48007,,,
Central and Southern Asia (SDG),,1983,43.19952,,,
Central and Southern Asia (SDG),,1984,43.8527,,,
Central and Southern Asia (SDG),,1985,44.50827,,,
Central and Southern Asia (SDG),,1986,45.16565,,,
Central and Southern Asia (SDG),,1987,45.82521,,,
Central and Southern Asia (SDG),,1988,46.56606,,,
Central and Southern Asia (SDG),,1989,47.32452,,,
Central and Southern Asia (SDG),,1990,48.32116,,,
Central and Southern Asia (SDG),,1991,49.05992,,,
Central and Southern Asia (SDG),,1992,50.02463,,,
Central and Southern Asia (SDG),,1993,50.96456,,,
Central and Southern Asia (SDG),,1994,51.65748,,,
Central and Southern Asia (SDG),,1995,52.48868,,,
Central and Southern Asia (SDG),,1996,53.27746,,,
Central and Southern Asia (SDG),,1997,54.06332,,,
Central and Southern Asia (SDG),,1998,58.53805,,,
Central and Southern Asia (SDG),,1999,59.31843,,,
Central and Southern Asia (SDG),,2000,60.08303,,,
Central and Southern Asia (SDG),,2001,60.84338,,,
Central and Southern Asia (SDG),,2002,61.62705,,,
Central and Southern Asia (SDG),,2003,62.51307,,,
Central and Southern Asia (SDG),,2004,63.28101,,,
Central and Southern Asia (SDG),,2005,63.14516,,,
Central and Southern Asia (SDG),,2006,63.28799,,,
Central and Southern Asia (SDG),,2007,64.09655,,,
Central and Southern Asia (SDG),,2008,65.15713,,,
Central and Southern Asia (SDG),,2009,65.98215,,,
Central and Southern Asia (SDG),,2010,68.35281,,,
Central and Southern Asia (SDG),,2011,68.73041,,,
Central and Southern Asia (SDG),,2012,68.78113,,,
Central and Southern Asia (SDG),,2013,69.72007,,,
Central and Southern Asia (SDG),,2014,70.40182,,,
Central and Southern Asia (SDG),,2015,71.63145,,,
Central and Southern Asia (SDG),,2016,72.85133,,,
Central and Southern Asia (SDG),,2017,73.37587,,,
Central and Southern Asia (SDG),,2018,73.86521,,,
Central and Southern Asia (SDG),,2019,73.66493,,,
Central and Southern Asia (SDG),,2020,74.33241,,,
Central and Southern Asia (SDG),,2021,75.07198,,,
Central and Southern Asia (SDG),,2022,75.81275,,,
Central and Southern Asia (SDG),,2023,76.51431,,,
Chad,TCD,1993,11.0,,6629147.0,Africa
Chad,TCD,2000,26.0,,8512092.0,Africa
Chad,TCD,2004,28.0,,9920036.0,Africa
Chad,TCD,2016,22.0,,15114652.0,Africa
Chad,TCD,2019,30.62792,,16685223.0,Africa
Channel Islands,OWID_CIS,1950,98.5,,,
Chile,CHL,1870,,0.43,1993622.0,South America
Chile,CHL,1875,,0.51,2165173.0,South America
Chile,CHL,1880,,0.58,2349056.0,South America
Chile,CHL,1885,,0.64,2538055.0,South America
Chile,CHL,1890,,0.69,2737912.0,South America
Chile,CHL,1895,,0.75,2936624.0,South America
Chile,CHL,1900,,1.58,3144546.0,South America
Chile,CHL,1905,,1.85,3351643.0,South America
Chile,CHL,1907,50.1,,3437240.0,South America
Chile,CHL,1910,,2.39,3569943.0,South America
Chile,CHL,1915,,2.92,3803843.0,South America
Chile,CHL,1920,63.1,3.43,4044201.0,South America
Chile,CHL,1925,,3.86,4323894.0,South America
Chile,CHL,1930,75.6,4.08,4638243.0,South America
Chile,CHL,1935,,4.31,5039853.0,South America
Chile,CHL,1940,73.6,4.59,5492530.0,South America
Chile,CHL,1945,,4.76,6022587.0,South America
Chile,CHL,1950,77.5,4.91,6628577.0,South America
Chile,CHL,1955,,5.04,7332311.0,South America
Chile,CHL,1960,,5.23,8153356.0,South America
Chile,CHL,1965,,5.71,9012944.0,South America
Chile,CHL,1970,,6.18,9845347.0,South America
Chile,CHL,1975,,6.7,10671567.0,South America
Chile,CHL,1980,,7.13,11508553.0,South America
Chile,CHL,1982,91.0,,11850214.0,South America
Chile,CHL,1985,,7.85,12395277.0,South America
Chile,CHL,1990,,8.58,13437181.0,South America
Chile,CHL,1992,94.0,,13884579.0,South America
Chile,CHL,1995,,8.92,14527382.0,South America
Chile,CHL,2000,,9.41,15503638.0,South America
Chile,CHL,2002,96.0,,15857926.0,South America
Chile,CHL,2005,,9.96,16348780.0,South America
Chile,CHL,2010,,10.35,17181463.0,South America
Chile,CHL,2011,97.0,,17351810.0,South America
Chile,CHL,2013,96.0,,17687006.0,South America
Chile,CHL,2015,97.0,10.49,18047630.0,South America
Chile,CHL,2017,96.0,,18558868.0,South America
Chile,CHL,2020,,10.74,19370621.0,South America
China,CHN,1870,,0.01,358200976.0,Asia
China,CHN,1875,,0.01,361066568.0,Asia
China,CHN,1880,,0.01,365789113.0,Asia
China,CHN,1885,,0.01,371212674.0,Asia
China,CHN,1890,,0.01,377255533.0,Asia
China,CHN,1895,,0.01,386205058.0,Asia
China,CHN,1900,,0.02,395929430.0,Asia
China,CHN,1905,,0.02,406610574.0,Asia
China,CHN,1910,,0.04,419058430.0,Asia
China,CHN,1915,,0.06,440794834.0,Asia
China,CHN,1920,,0.08,463330522.0,Asia
China,CHN,1925,,0.16,473684764.0,Asia
China,CHN,1930,,0.26,482831090.0,Asia
China,CHN,1935,,0.36,496610129.0,Asia
China,CHN,1940,,1.39,511303712.0,Asia
China,CHN,1945,,1.53,525143778.0,Asia
China,CHN,1950,47.5,1.79,544044355.0,Asia
China,CHN,1955,,2.18,603547014.0,Asia
China,CHN,1960,,2.8,654802068.0,Asia
China,CHN,1965,,3.4,723415737.0,Asia
China,CHN,1970,,4.16,823308964.0,Asia
China,CHN,1975,,4.83,916116796.0,Asia
China,CHN,1980,,5.74,983163540.0,Asia
China,CHN,1982,66.0,,1013588177.0,Asia
China,CHN,1985,,6.16,1059807818.0,Asia
China,CHN,1990,78.0,6.45,1153582725.0,Asia
China,CHN,1995,,7.17,1220133929.0,Asia
China,CHN,2000,91.0,7.79,1269581174.0,Asia
China,CHN,2005,,8.02,1310027135.0,Asia
China,CHN,2010,95.0,8.25,1351561505.0,Asia
China,CHN,2015,,8.51,1396134171.0,Asia
China,CHN,2020,97.0,8.99,1426106093.0,Asia
Cocos Islands,CCK,1950,17.5,,,Asia
Colombia,COL,1870,,0.32,2440990.0,South America
Colombia,COL,1875,,0.37,2615730.0,South America
Colombia,COL,1880,,0.42,2851550.0,South America
Colombia,COL,1885,,0.48,3108630.0,South America
Colombia,COL,1890,,0.51,3388871.0,South America
Colombia,COL,1895,,0.52,3694283.0,South America
Colombia,COL,1900,,0.85,4034733.0,South America
Colombia,COL,1905,,1.0,4457462.0,South America
Colombia,COL,1910,,1.44,4944811.0,South America
Colombia,COL,1915,,1.62,5565363.0,South America
Colombia,COL,1918,42.4,,5981524.0,South America
Colombia,COL,1920,,1.79,6275946.0,South America
Colombia,COL,1925,,2.01,7082116.0,South America
Colombia,COL,1928,51.6,,7615377.0,South America
Colombia,COL,1930,,2.17,7946343.0,South America
Colombia,COL,1935,,2.32,8602649.0,South America
Colombia,COL,1938,55.8,,8992512.0,South America
Colombia,COL,1940,,2.4,9311615.0,South America
Colombia,COL,1945,,2.53,10414773.0,South America
Colombia,COL,1950,52.5,2.38,11766991.0,South America
Colombia,COL,1955,,2.73,13473060.0,South America
Colombia,COL,1960,,3.1,15606209.0,South America
Colombia,COL,1965,,3.47,18169053.0,South America
Colombia,COL,1970,,3.98,20811790.0,South America
Colombia,COL,1975,,4.43,23344650.0,South America
Colombia,COL,1980,,4.99,26104503.0,South America
Colombia,COL,1985,,5.63,29268470.0,South America
Colombia,COL,1990,,6.16,32440064.0,South America
Colombia,COL,1993,91.0,,34441479.0,South America
Colombia,COL,1995,,6.68,35804670.0,South America
Colombia,COL,1996,91.0,,36462740.0,South America
Colombia,COL,2000,,7.12,39089939.0,South America
Colombia,COL,2004,93.0,,41543177.0,South America
Colombia,COL,2005,93.0,7.56,42128978.0,South America
Colombia,COL,2006,92.0,,42691081.0,South America
Colombia,COL,2007,93.0,,43235374.0,South America
Colombia,COL,2008,93.0,,43758805.0,South America
Colombia,COL,2009,93.0,,44271543.0,South America
Colombia,COL,2010,93.0,9.35,44777325.0,South America
Colombia,COL,2011,94.0,,45259614.0,South America
Colombia,COL,2014,94.0,,46565426.0,South America
Colombia,COL,2015,94.0,9.78,46969938.0,South America
Colombia,COL,2016,95.0,,47437513.0,South America
Colombia,COL,2018,95.0,,49024463.0,South America
Colombia,COL,2019,95.0,,49907987.0,South America
Colombia,COL,2020,96.0,10.2,50629997.0,South America
Comoros,COM,1950,22.5,,161951.0,Africa
Comoros,COM,1980,48.0,,337728.0,Africa
Comoros,COM,2000,68.0,,536084.0,Africa
Congo,COG,1984,60.0,,1999533.0,Africa
Congo,COG,2005,76.0,,3696399.0,Africa
Congo,COG,2015,,6.47,5097583.0,Africa
Congo,COG,2020,,6.74,5752792.0,Africa
Cook Islands,COK,1950,92.5,,14714.0,Oceania
Costa Rica,CRI,1870,,0.32,142062.0,North America
Costa Rica,CRI,1875,,0.4,163385.0,North America
Costa Rica,CRI,1880,,0.48,189610.0,North America
Costa Rica,CRI,1885,,0.59,220456.0,North America
Costa Rica,CRI,1890,,0.72,254968.0,North America
Costa Rica,CRI,1895,,0.87,285140.0,North America
Costa Rica,CRI,1900,,1.56,317246.0,North America
Costa Rica,CRI,1905,,1.89,352954.0,North America
Costa Rica,CRI,1910,,2.21,391337.0,North America
Costa Rica,CRI,1915,,2.45,424936.0,North America
Costa Rica,CRI,1920,,2.71,459026.0,North America
Costa Rica,CRI,1925,,2.99,500006.0,North America
Costa Rica,CRI,1930,,3.13,546929.0,North America
Costa Rica,CRI,1935,,3.28,607597.0,North America
Costa Rica,CRI,1940,,3.43,681697.0,North America
Costa Rica,CRI,1945,,3.62,800613.0,North America
Costa Rica,CRI,1950,77.5,3.6,926761.0,North America
Costa Rica,CRI,1955,,3.82,1103056.0,North America
Costa Rica,CRI,1960,,3.96,1327501.0,North America
Costa Rica,CRI,1965,,4.22,1586214.0,North America
Costa Rica,CRI,1970,,4.03,1838946.0,North America
Costa Rica,CRI,1975,,5.3,2092716.0,North America
Costa Rica,CRI,1980,,6.26,2390641.0,North America
Costa Rica,CRI,1984,93.0,,2667597.0,North America
Costa Rica,CRI,1985,,6.88,2741903.0,North America
Costa Rica,CRI,1990,,7.28,3121707.0,North America
Costa Rica,CRI,1995,,7.61,3535179.0,North America
Costa Rica,CRI,2000,95.0,7.96,3937737.0,North America
Costa Rica,CRI,2005,,8.52,4261240.0,North America
Costa Rica,CRI,2010,,8.43,4555965.0,North America
Costa Rica,CRI,2011,97.0,,4609834.0,North America
Costa Rica,CRI,2015,,8.77,4818045.0,North America
Costa Rica,CRI,2020,,9.12,5034323.0,North America
Cote d'Ivoire,CIV,1870,,0.01,1205926.0,Africa
Cote d'Ivoire,CIV,1875,,0.01,1255320.0,Africa
Cote d'Ivoire,CIV,1880,,0.01,1305888.0,Africa
Cote d'Ivoire,CIV,1885,,0.01,1348225.0,Africa
Cote d'Ivoire,CIV,1890,,0.01,1391919.0,Africa
Cote d'Ivoire,CIV,1895,,0.02,1447881.0,Africa
Cote d'Ivoire,CIV,1900,,0.02,1505099.0,Africa
Cote d'Ivoire,CIV,1905,,0.02,1546894.0,Africa
Cote d'Ivoire,CIV,1910,,0.08,1588890.0,Africa
Cote d'Ivoire,CIV,1915,,0.14,1644365.0,Africa
Cote d'Ivoire,CIV,1920,,0.19,1707305.0,Africa
Cote d'Ivoire,CIV,1925,,0.25,1829645.0,Africa
Cote d'Ivoire,CIV,1930,,0.31,1969853.0,Africa
Cote d'Ivoire,CIV,1935,,0.32,2112878.0,Africa
Cote d'Ivoire,CIV,1940,,0.35,2270472.0,Africa
Cote d'Ivoire,CIV,1945,,0.39,2476609.0,Africa
Cote d'Ivoire,CIV,1950,,0.86,2735187.0,Africa
Cote d'Ivoire,CIV,1955,,0.91,3136631.0,Africa
Cote d'Ivoire,CIV,1960,,0.99,3673672.0,Africa
Cote d'Ivoire,CIV,1965,,1.09,4442384.0,Africa
Cote d'Ivoire,CIV,1970,,1.33,5411573.0,Africa
Cote d'Ivoire,CIV,1975,,1.76,6776303.0,Africa
Cote d'Ivoire,CIV,1980,,2.13,8220717.0,Africa
Cote d'Ivoire,CIV,1985,,2.46,10040486.0,Africa
Cote d'Ivoire,CIV,1988,34.0,,11275194.0,Africa
Cote d'Ivoire,CIV,1990,,2.79,12189780.0,Africa
Cote d'Ivoire,CIV,1995,,3.46,14855566.0,Africa
Cote d'Ivoire,CIV,1998,36.0,,16663948.0,Africa
Cote d'Ivoire,CIV,2000,49.0,4.06,17699007.0,Africa
Cote d'Ivoire,CIV,2005,,4.52,20068468.0,Africa
Cote d'Ivoire,CIV,2010,,4.93,22488068.0,Africa
Cote d'Ivoire,CIV,2014,44.0,,24527393.0,Africa
Cote d'Ivoire,CIV,2015,,5.4,25246347.0,Africa
Cote d'Ivoire,CIV,2016,50.03968,,25989404.0,Africa
Cote d'Ivoire,CIV,2020,,6.05,28915452.0,Africa
Cote d'Ivoire,CIV,2021,50.00064,,29639737.0,Africa
Croatia,HRV,1991,97.0,,4825159.0,Europe
Croatia,HRV,2001,98.0,,4301079.0,Europe
Croatia,HRV,2015,,11.8,4183732.0,Europe
Croatia,HRV,2020,,12.03,3953956.0,Europe
Cuba,CUB,1870,,0.12,1356408.0,North America
Cuba,CUB,1875,,0.15,1437701.0,North America
Cuba,CUB,1880,,0.2,1534380.0,North America
Cuba,CUB,1885,,0.25,1598043.0,North America
Cuba,CUB,1890,,0.33,1652620.0,North America
Cuba,CUB,1895,,0.44,1674375.0,North America
Cuba,CUB,1899,43.1,,1697089.0,North America
Cuba,CUB,1900,,0.82,1719649.0,North America
Cuba,CUB,1905,,1.32,1961695.0,North America
